makeid,modelid,manufacturerid,VIN,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor
467,1829,984,2G1FP22G2Y21,,,Not Applicable,Not Applicable,Coupe,8,,5700,347.835341,5.7,2,,,,LS1,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",CHEVROLET,GENERAL MOTORS LLC,Camaro,2000,STE. THERESE,,,,,Sport,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,CANADA,NA-GM Corp,QUEBEC,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,ALUM. Name Plate: Pontiac,,,,,,,,,,6,,,WRN,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,2G1FP22G*Y2
448,2208,1062,1NXBR18E4WZ0,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1794,109.842739,1.8,4,4x2,,,1ZZ-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,"NEW UNITED MOTOR MANUFACTURING, INC.",Corolla,1998,FREMONT,,ZZE110L,,,,PASSENGER CAR,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),"New United Motor Manufacturing, Inc.",CALIFORNIA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,"Manufactured by NUMMI, but marketed by Toyota for 1NX.",,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1NXBR18E*WZ
474,14060,987,JH2PC37093M0,,,Not Applicable,Not Applicable,Motorcycle - Sport,4,49 States (Except California),599,36.5532227,0.599,,,,4,PC37E-2200001,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"HONDA MOTOR CO., LTD.",CBR600,2003,HAMAMATSU,,,,,RR,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,112,,JAPAN,HAMAMATSU FACTORY,SHIZUOKA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JH2PC370*3M
467,1850,984,1GCHC23U17F1,,,,,Pickup,8,,6000,366.142465,6,4,4x2,,,LQ4,,,Gasoline,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2007,FLINT,,3/4 Ton,,,LT,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),GMNA,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"MFI, Iron",,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GCHC23U*7F
515,2182,1057,JT8UF11E1N01,,,Not Applicable,Not Applicable,Sedan/Saloon,8,,3969,242.2,4,4,,,,1UZ-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",LEXUS,TOYOTA MOTOR CORPORATION,LS,1992,TAHARA,,LUXURY SEDAN,,Automatic,400,PASSENGER CAR,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),4,V-Shaped,Driver Seat Only,,,,250,,JAPAN,Toyota Motor Corporation - Tahara Plant,AICHI,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,300,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,JT8UF11E*N0
499,2770,21994,KNDPB3AC0F77,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,2400,146.456986,2.4,4,,,,DOHC GDI THETA II,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",KIA,KIA CORPORATION,Sportage,2015,GWANGJU,,GL - Middle-low,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,,,SOUTH KOREA,Kia Motors Corporation,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,SL,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,KNDPB3AC*F7
474,1861,988,1HGCR2F8XDA0,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2356,144,2.4,4,,,,K24W1,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2013,MARYSVILLE,,,,Continuously Variable Transmission (CVT),EX-L,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,,,185,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",Water,,,,,,,,,,,,,,,6,,,Honda,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1HGCR2F8*DA
475,2147,990,2HNYD18626H5,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3474.05757,212,3.47405757,5,,,,J35A5,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",ACURA,"HONDA OF CANADA MFG., INC.",MDX,2006,ALLISTON,,,,Automatic,Touring,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,Single Overhead Cam (SOHC),5,V-Shaped,,,,,253,,CANADA,,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2HNYD186*6H
460,1782,976,1FAFP53U76A1,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3000,183.071232,3,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,FORD MOTOR COMPANY,Taurus,2006,HAPEVILLE,,,,,SE,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,155,,UNITED STATES (USA),,GEORGIA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,EFI,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1FAFP53U*6A
448,2216,962,JTEZT14R0300,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,,4663,284.55,4.7,5,4x2,,4,2UZ-FE,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",TOYOTA,"TOYOTA MOTOR NORTH AMERICA, INC",4-Runner,2003,TAHARA,,GRN210L,,,SR5,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,,,Sequential Fuel Injection (SFI),,227,,JAPAN,Toyota Motor Corporation,AICHI,,,,,,,,,,,,,,,,,,,,Wagon body style,,,"Multiple Series coded the same: GRN215L, UZN210L, UZN215L",,Not Applicable,Not Applicable,,,,,Water,284,,,,,,,,,,,,,,6,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,JTEZT14R*30
498,2057,15984,KM8SB12B24U8,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2400,146.456986,2.4,,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",HYUNDAI,HYUNDAI MOTOR CO,Santa Fe,2004,ULSAN,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,,,,,SOUTH KOREA,Hyundai Motor Company,,,,,,,,,,,,,,,,,,,,,Wagon Body Type,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,KM8SB12B*4U
498,2773,15984,KMHCT4AE1FU8,,,Not Applicable,Not Applicable,Sedan/Saloon,,,1600,97.6379906,1.6,4,,,,DOHC GDI GAMMA,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",HYUNDAI,HYUNDAI MOTOR CO,Accent,2015,ULSAN,,GL(Middle-low),,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,,,SOUTH KOREA,Hyundai Motor Company,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,RB,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,KMHCT4AE*FU
3888,27729,4249,1HD1FRM13BB6,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,2,U.S.,1690,103.130128,1.69,,,,4,Twin CAM 103,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,FLHRC / Road King Classic,2011,YORK,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,V-Shaped,,,,,74,,UNITED STATES (USA),,PENNSYLVANIA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,"Domestic, Normal Introduction",,Not Applicable,Not Applicable,,,,,Air,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,Heavyweight Motorcycle: 901 cm3 or larger,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1FRM1*BB
3888,11391,4249,1HD1PNF116Y9,,,Not Applicable,Not Applicable,Motorcycle - Custom,2,,1690,103.130128,1.69,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,CVO Fat Boy 2,2006,YORK,,FLSTFSE2,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,73,,UNITED STATES (USA),,PENNSYLVANIA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,Regular Introduction Date,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,Heavyweight Motorcycle: 901cm3 or larger,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1PNF1*6Y
467,1850,984,1GCHK29D06E2,,,,Extra/Super/Quad/Double/King/Extended,Pickup,4,,2200,134.252237,2.2,,4WD/4-Wheel Drive/4x4,,,L61/LBZ,,,Gasoline,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2006,PONTIAC,,2500 (3/4 ton),,,,TRUCK,,,Hydraulic,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),GM Truck Group,MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"L61: 2.2L, 4Cyl, Aluminium, DOHC MFI LBZ: 6.6L, V8, DI, Turbo Diesel, inc HP",,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GCHK29D*6E
474,1865,988,5J6RM3H35DL0,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2354,144,2.4,5,4x2,,,K24Z7,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",HONDA,"AMERICAN HONDA MOTOR CO., INC.",CR-V,2013,EAST LIBERTY,,,,Automatic,LX,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,3305,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),5,In-Line,1st Row (Driver and Passenger),,,,185,,UNITED STATES (USA),,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,103.1,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",Water,205,,,,,,,,,,,,,,6,,,Honda,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,71.6,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5J6RM3H3*DL
476,1938,994,1D7HU18ZX2J1,,,,,Pickup,8,,5900,360.04009,5.9,4,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Ram,2002,FENTON,,,,,1500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),St. Louis Assembly North,MISSOURI,,,,,,,,,,,,,,,,,,,,E Series,,,Body Type: Hatchback for PT Cruiser,,Not Applicable,Not Applicable,,,,,,,,,,"Engine Info: Light Duty,Sales Code:EML",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1D7HU18Z*2J
460,5181,979,3FAPP13J8PR1,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1851.73823,113,1.9,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,"FORD MOTOR COMPANY, MEXICO",Escort,1993,HERMOSILLO,,,,,LX,PASSENGER CAR,,,,,,,,,,,,,,,,,In-Line,,,,,88,,MEXICO,,STATE OF MEXICO,,Manual and Automatic,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Passive Belts (front)/ Active Belts (rear),,,,,,Electronic Fuel Injection,,,,No,,,,,,6,,,Ford,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,3FAPP13J*PR
485,1960,14914,YV1TH59H4413,,,Not Applicable,Not Applicable,Sedan/Saloon,,,,,,4,AWD/All-Wheel Drive,,,B5254T2,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",VOLVO,VOLVO CAR CORPORATION,S80,2004,TORSLANDA,,,,Automatic,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,SWEDEN,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Dual Airbags (SRS),,,,,,"w/o EGR, w/o Air Pump, OBDII, Variable Valve Timing Intake and Exhaust, under floor Catalyst, Bosch Motronic ME 7.01 - EMS, RuLo, & ORVR",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,YV1TH59H*41
499,2769,21994,KNDJD7336350,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,3500,213.583104,3.5,4,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",KIA,KIA CORPORATION,Sorento,2003,WHASUNG,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,,,,,SOUTH KOREA,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,KNDJD733*35
487,1967,1015,4V4NC9EJXCN5,,,,MDHD: Conventional,Truck-Tractor,6,,12800,781.103924,12.8,,6x4,,,D13,,,Diesel,"Class 8: 33,001 lb and above (14,969 kg and above)",VOLVO TRUCK,"VOLVO GROUP NORTH AMERICA, LLC",VNL,2012,NEW RIVER VALLEY DUBLIN,,,,,,TRUCK,,,Air,,,,,,,,,,,,,,In-Line,,,,,475,,UNITED STATES (USA),,VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,Cab Type: Conventional - New Generation,,Not Applicable,Not Applicable,,,,,,524,,,,,,,,,,,,,,6,,,Volvo,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,4V4NC9EJ*CN
467,1850,984,2GCEK19B3513,,,,Extra/Super/Quad/Double/King/Extended,Pickup,8,,5300,323.425844,5.3,,4WD/4-Wheel Drive/4x4,,,L33,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2005,OSHAWA TRUCK,,1500 (1/2 Ton),,,,TRUCK,,,Hydraulic,,,,,,,,,,,,Overhead Valve (OHV),,V-Shaped,,,Sequential Fuel Injection (SFI),,,,CANADA,NA-Canada - Truck,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,HO,,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2GCEK19B*51
478,1907,999,3N1AB6AP6CL6,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2000,122.047488,2,4,4x2,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2012,AGUASCALIENTES CITY,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,140,,MEXICO,Aguascalientes Plant,AGUASCALIENTES,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"2nd row outboard and 3-pt manual belts, 2nd row center 3-point manual belts",,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,3N1AB6AP*CL
,,,CT90E5000736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN; 7 - Manufacturer is not registered with NHTSA for sale or importation in the U.S. for use on U.S roads; Please contact the manufacturer directly for more information,,,,,CT90E500*736**
452,5190,966,WBABB2317NEC,,,Not Applicable,Not Applicable,Convertible/Cabriolet,6,,2495.74985,152.3,2.49574985,2,,,,4-Value,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,325iC,1992,REGENSBURG,,3-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,,,,,168,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Dr. Supplemental System (SRS),,,,,,,,,,,,,,,,6,,,BMW-AG,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,WBABB231*NE
483,1944,994,1J8GK58K94W3,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3700,225.787853,3.7,4,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",JEEP,FCA US LLC,Liberty,2004,TOLEDO,,KJ,Left-Hand Drive (LHD),,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Toledo North Assembly,OHIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,P (Premium),,,,,Not Applicable,Not Applicable,,,,,,,,,,"Magnum,Sales Code:EKG",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1J8GK58K*4W
448,2217,1057,JTMZF4DV5A50,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2500,152.55936,2.5,5,4x2,,,2AR-FE,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",TOYOTA,TOYOTA MOTOR CORPORATION,RAV4,2010,TAHARA,,ASA33L/ASA38L/GSA33L/GSA38L,,,Standard,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,All Rows,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,179,,JAPAN,Toyota Motor Corporation - Tahara Plant,AICHI,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body style,,,Without Third Seat,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,JTMZF4DV*A5
3888,8508,4249,1HD1FB4147Y6,,,Not Applicable,Not Applicable,Motorcycle - Touring / Sport Touring,2,,1584,96.6616106,1.584,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HARLEY DAVIDSON,HARLEY-DAVIDSON MOTOR COMPANY,Road King,2007,YORK,,FLHR,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,70,,UNITED STATES (USA),,PENNSYLVANIA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,REGULAR INTRODUCTION DATE,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,Heavyweight Motorcycle: 901cm3 or larger,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,1HD1FB41*7Y
